Name	inHouse_ID	ID
q-201204	cnic_40	
q-201249		mdm-882
q-201326		mdm-449
q-201449		mdm-949
q-201562	cnic_12	
q-201848		mdm-473
q-201934		mdm-107
q-9192		mdm-92
q-9390		mdm-473
q0009		mdm-457
q0065		mdm-81
q10395558	cnic_20	mdm-559
q10395566		mdm-285
q11751633		mdm-228
q1534677		mdm-83
q15410212		mdm-640
q170545		mdm-449
q181354		mdm-351
q186093		mdm-107
q193166		mdm-355
q199678		mdm-109
q2018788		mdm-544
q221945		mdm-250
q2254797		mdm-949
q2317929		mdm-964
q23905803	cnic_28	mdm-401
q241374	cnic_86	
q241374	cnic_85	
q241374	cnic_84	
q241374	cnic_87	
q256502		mdm-297
q26385943	cnic_24	
q26385943	cnic_18	
q270162		mdm-69
q27073984		mdm-635
q27093469		mdm-62
q27094900		mdm-242
q27094904		mdm-331
q27095157		mdm-406
q27097897		mdm-911
q27098406		mdm-92
q27098419	cnic_122	
q27101942		mdm-109
q27102196		mdm-575
q27102419		mdm-507
q27102492	cnic_28	
q27102608		mdm-841
q27102755	cnic_12	
q27102986		mdm-81
q27103048		mdm-176
q27103051	cnic_11	
q27103975	cnic_120	
q27104047		mdm-200
q27104072		mdm-163
q27104082	cnic_66	
q27104334		mdm-495
q27104346		mdm-160
q27104348	cnic_23	
q27104379	cnic_18	
q27104506	cnic_115	
q27104506	cnic_113	
q27104506	cnic_114	
q27104806		mdm-314
q27105090	cnic_54	
q27105090	cnic_53	
q27105090	cnic_52	
q27105090	cnic_55	
q27105090	cnic_56	
q27105090	cnic_57	
q27105124	cnic_77	
q27105124	cnic_79	
q27105124	cnic_78	
q27105516		mdm-78
q27106313		mdm-20
q27109285		mdm-593
q27109407		mdm-424
q27109857	cnic_29	
q27110106		mdm-164
q27110235		mdm-692
q27115161		mdm-256
q27121253	cnic_15	
q27121431	cnic_16	
q27123111	cnic_118	
q27123111	cnic_119	
q27123111	cnic_116	
q27123111	cnic_45	
q27124962		mdm-374
q27126310	cnic_61	
q27126311	cnic_117	
q27126384		mdm-746
q27131768		mdm-3
q27133591	cnic_123	
q27136571		mdm-561
q27139796		mdm-919
q27144148		mdm-347
q27147864	cnic_112	
q27155144	cnic_122	
q27155182	cnic_71	
q27155182	cnic_70	
q27155182	cnic_44	
q27155182	cnic_69	
q27155182	cnic_72	
q27155182	cnic_73	
q27155185	cnic_81	
q27155185	cnic_82	
q27155185	cnic_80	
q27155185	cnic_83	
q27155186	cnic_108	
q27155186	cnic_109	
q27155186	cnic_105	
q27155186	cnic_111	
q27155186	cnic_106	
q27155186	cnic_107	
q27155186	cnic_110	
q27155187	cnic_96	
q27155187	cnic_97	
q27155187	cnic_98	
q27155195	cnic_88	
q27155195	cnic_89	
q27155217	cnic_76	
q27155217	cnic_75	
q27155217	cnic_74	
q27155232	cnic_94	
q27155232	cnic_95	
q27155232	cnic_93	
q27155233	cnic_103	
q27155233	cnic_104	
q27155245	cnic_58	
q27155245	cnic_60	
q27155245	cnic_59	
q27156456	cnic_33	
q27156458	cnic_31	
q27156458	cnic_10	
q27159877	cnic_52	
q27159878	cnic_77	
q27160050	cnic_91	
q27160050	cnic_90	
q27160623		mdm-286
q27161513		mdm-74
q27166439		mdm-949
q27225736	cnic_46	
q27236344		mdm-989
q27256710		mdm-473
q27257183		mdm-309
q27276648		mdm-97
q2735617		mdm-6
q27456865		mdm-648
q2823224	cnic_17	
q2823224	cnic_23	
q2823318		mdm-133
q30126674		mdm-405
q308875		mdm-947
q312251	cnic_34	
q3323035	cnic_68	
q3323035	cnic_66	
q3323035	cnic_49	
q3323035	cnic_67	
q3604487		mdm-232
q375145		mdm-1
q375837		mdm-377
q408428		mdm-466
q409061		mdm-303
q409439		mdm-475
q410005		mdm-410
q410842	cnic_11	
q411208	cnic_27	
q412803	cnic_40	
q412803	cnic_39	
q414932		mdm-481
q415007		mdm-746
q418384		mdm-549
q418437		mdm-795
q418666		mdm-473
q419028	cnic_100	
q419028	cnic_99	
q419028	cnic_102	
q419028	cnic_101	
q419802	cnic_1	
q421475		mdm-721
q421567		mdm-809
q421964		mdm-106
q422438		mdm-757
q422689		mdm-31
q423256	cnic_42	
q423876		mdm-985
q424931		mdm-457
q425030	cnic_12	
q425680	cnic_50	
q4358522	cnic_32	
q446		mdm-309
q4637160	cnic_16	mdm-73
q483752		mdm-29
q485277		mdm-389
q52353		mdm-198
q55582441	cnic_8	
q569031		mdm-434
q5957042	cnic_64	
q5957042	cnic_65	
q5957042	cnic_46	
q5957042	cnic_62	
q5957042	cnic_63	
q63390527		mdm-444
q7181437		mdm-981
q7404461		mdm-574
q83187		mdm-296
q862450	cnic_7	
q903610		mdm-645
q9154808	cnic_6	
q937085		mdm-793
q947266		mdm-882
qc-1290		mdm-488
qc-9268		mdm-164
qic		mdm-457
qnasl		mdm-721
qnasl (tn)		mdm-721
quinachlor		mdm-757
quinagamin		mdm-757
quinagamine		mdm-757
quinate		mdm-457
quinercyl		mdm-757
quingamine		mdm-757
quinic acid		mdm-457
quinic acid		mdm-457
quinic acid, 3-caffeoyl-, e-		mdm-106
quinic acid, 5-caffeoyl-		mdm-106
quinic acid, pharmaceutical secondary standard; certified reference material		mdm-457
quinic acid, united states pharmacopeia (usp) reference standard		mdm-457
quinilon		mdm-757
quinolin-8-ol		mdm-69
quinoline, 7-chloro-4-((4-(diethylamino)-1-methylbutyl)amino)-		mdm-757
quinoline, 7-chloro-4-(4-diethylamino-1-methyl-butylamino)-		mdm-757
quinoline, 7-chloro-4-[[4-(diethylamino)-1-methylbutyl]amino]-		mdm-757
quinoline, 8-hydroxy-		mdm-69
quinoline-4-carboxylic acid		mdm-81
quinoline-4-carboxylicacid		mdm-81
quinoline-8-ol		mdm-69
quinoline4-carboxylic acid		mdm-81
quinophenol		mdm-69
quinoscan		mdm-757
qvar		mdm-721
qvar 40		mdm-721
qvar 80		mdm-721
r-1-benzylglycerol	cnic_15	
r0002		mdm-410
r1045	cnic_23	
r1045	cnic_17	
r1048	cnic_40	
r1048	cnic_39	
r1102		mdm-331
r1113		mdm-406
r1340		mdm-989
r1903		mdm-31
racemic (+)-alpha-methyl-alpha-phenylacetic acid	cnic_15	
racemic 2-phenylpropionic acid	cnic_15	
racemic acetate	cnic_6	
racemic phenylalanine		mdm-449
racemic tropic acid		mdm-133
racemic tryptophan ethyl ester		mdm-94
racemic valine		mdm-29
raf		mdm-410
raffinose		mdm-410
raffinose (8ci)		mdm-410
raffinose, pure		mdm-410
rafinose		mdm-410
raflinose		mdm-410
ralox bht		mdm-250
rarechem al bd 0067		mdm-575
rarechem al be 0102		mdm-466
rarechem al be 0359		mdm-495
redoxon		mdm-109
rel-(1r,4r)-4-(aminomethyl)cyclohexane-1-carboxylic acid		mdm-473
rel-(2r,6r)-2,6-diaminoheptanedioic acid		mdm-405
rel-2-methyl-3-((7r,11r,e)-3,7,11,15-tetramethylhexadec-2-en-1-yl)naphthalene-1,4-dione		mdm-107
rel-quinic acid		mdm-457
resochen		mdm-757
resochin		mdm-757
resoquina		mdm-757
resoquine		mdm-757
resoquine (salt/mix)		mdm-757
respocort		mdm-721
retavase		mdm-473
reumachlor		mdm-757
reumaquin		mdm-757
rhino clenil		mdm-721
rhinosol		mdm-721
rhizopin	cnic_27	
rhizopon a	cnic_27	
ribena		mdm-109
riboflavin impurity 2 (lumichrome)		mdm-406
riboflavin lumichrome		mdm-406
rikavarin		mdm-473
rikavarin (tn)		mdm-473
rikavarin-s		mdm-473
rino-clenil		mdm-721
rivoquine		mdm-757
roche, biotine		mdm-351
rombellin		mdm-351
ronaquine		mdm-757
ronotec 100		mdm-109
rontex 100		mdm-109
ronton		mdm-809
roquine		mdm-757
roscorbic		mdm-109
rovimix c		mdm-109
rovimix h 2		mdm-351
rp 18,429		mdm-473
rp 3377		mdm-757
rp-18429		mdm-473
rp-3377		mdm-757
rw1893	cnic_27	
rw2005		mdm-69
rw3303		mdm-544
rywsycqqudfmau-uhfffaoysa-		mdm-97
s-1412		mdm-351
s-1460		mdm-507
s-1582		mdm-507
s-1797		mdm-882
s-1949		mdm-648
s-carboxymethyl-cysteine		mdm-1011
s-histidine		mdm-389
s-valin		mdm-29
s00056		mdm-549
s0008		mdm-574
s00276		mdm-746
s0376		mdm-795
s1507		mdm-882
s164		mdm-985
s1643	cnic_84	
s1643	cnic_87	
s1643	cnic_86	
s1643	cnic_85	
s1843	cnic_101	
s1843	cnic_102	
s1843	cnic_100	
s1843	cnic_99	
s1875		mdm-473
s2280		mdm-106
s2298		mdm-549
s2311	cnic_65	
s2311	cnic_64	
s2311	cnic_62	
s2311	cnic_63	
s2311	cnic_46	
s2489		mdm-949
s3078		mdm-721
s3099		mdm-645
s3114		mdm-109
s3119		mdm-303
s3127		mdm-507
s3130		mdm-351
s3330		mdm-200
s3339		mdm-228
s3343		mdm-242
s3364		mdm-285
s3627		mdm-475
s3629		mdm-466
s3630		mdm-911
s3886		mdm-457
s3974		mdm-746
s3989		mdm-389
s4003	cnic_49	
s4003	cnic_68	
s4003	cnic_67	
s4003	cnic_66	
s4547		mdm-69
s4600		mdm-198
s4603		mdm-377
s4626		mdm-809
s4689	cnic_50	
s4698		mdm-107
s4722		mdm-746
s4779		mdm-97
s4799	cnic_27	
s4861		mdm-544
s4863	cnic_16	mdm-73
s5112		mdm-692
s5155		mdm-410
s5618	cnic_40	
s5618	cnic_39	
s5628		mdm-29
s5689		mdm-133
s5690		mdm-434
s5z3u87qhf		mdm-107
s6071		mdm-286
s6074	cnic_20	mdm-559
s6082		mdm-648
s6095		mdm-81
s6096		mdm-331
s6131	cnic_12	
s6139		mdm-989
s6202		mdm-250
s6215		mdm-985
s6254	cnic_32	
s6307		mdm-6
s6319		mdm-640
s6321	cnic_15	
s6361		mdm-163
s6363		mdm-575
s6364		mdm-495
s6999		mdm-757
s9338		mdm-964
s9482		mdm-309
saliaylhydroxamic acid		mdm-574
salicyl hydroximic acid		mdm-574
salicylhydroxamic acid		mdm-574
salicylhydroxamic acid		mdm-574
salicylhydroxamic acid, 99%		mdm-574
salicylhydroxamicacid		mdm-574
salicylic acid, 3-amino-		mdm-74
salicylic acid, 3-amino- (8ci)		mdm-74
salicylic hydroxamic acid		mdm-574
salicylohydroxamic acid		mdm-574
salicylohydroximic acid		mdm-574
sanasthmax		mdm-721
sanasthmyl		mdm-721
sanoquin		mdm-757
sb11836		mdm-507
sb17322		mdm-949
sbb000064		mdm-415
sbb001535		mdm-989
sbb001895		mdm-74
sbb002935	cnic_99	
sbb002935	cnic_100	
sbb002935	cnic_101	
sbb002935	cnic_102	
sbb002949		mdm-314
sbb003515	cnic_28	mdm-401
sbb003658		mdm-405
sbb003759	cnic_39	
sbb003759	cnic_40	
sbb003819		mdm-81
sbb003894		mdm-78
sbb003963		mdm-475
sbb004214		mdm-635
sbb004215		mdm-544
sbb005851		mdm-507
sbb006715		mdm-473
sbb006735		mdm-648
sbb006740		mdm-163
sbb007773		mdm-200
sbb007855	cnic_15	
sbb008281		mdm-911
sbb008781		mdm-377
sbb009097		mdm-69
sbb012361	cnic_12	
sbb012563		mdm-31
sbb012598	cnic_49	
sbb012598	cnic_66	
sbb012598	cnic_67	
sbb012598	cnic_68	
sbb017530	cnic_27	
sbb040240		mdm-309
sbb040854		mdm-250
sbb040878	cnic_34	
sbb040914		mdm-593
sbb041081		mdm-466
sbb043988		mdm-574
sbb044891		mdm-981
sbb056662	cnic_32	
sbb057752		mdm-495
sbb057915	cnic_20	mdm-559
sbb058040	cnic_50	
sbb058199	cnic_11	
sbb058327		mdm-640
sbb058481		mdm-985
sbb058558		mdm-198
sbb059600	cnic_16	mdm-73
sbb059779		mdm-795
sbb060349		mdm-645
sbb063147		mdm-285
sbb063739		mdm-228
sbb064243		mdm-964
sbb065741		mdm-303
sbb065771		mdm-6
sbb066118		mdm-549
sbb067724		mdm-424
sbb068731		mdm-575
sbb068897	cnic_17	
sbb068897	cnic_23	
sbb069090		mdm-331
sbb069548		mdm-297
sbb071397		mdm-406
sbb071724		mdm-286
sbb072644		mdm-757
sbi-0050168.p003		mdm-355
sbi-0050207.p003		mdm-746
sbi-0050252.p002		mdm-793
sbi-0050284.p004		mdm-757
sbi-0050515.p003		mdm-809
sbi-0051322.p003	cnic_34	
sbi-0051472.p003		mdm-69
sbi-0051705.p002		mdm-473
sbi-0052184.p002		mdm-377
sbi-0052675.p002		mdm-593
sbi-0052890.p002		mdm-250
sbi-0206769.p001		mdm-882
sbi-0206926.p001		mdm-107
sbi-0206933.p001		mdm-444
sc-04862	cnic_32	
sc-07103	cnic_27	
sc-13620	cnic_20	
sc-15490	cnic_15	
sc-18172	cnic_50	
sc-18871	cnic_23	
sc-18871	cnic_17	
sc-18873	cnic_12	
sc-22383	cnic_16	
sc-46145	cnic_24	
sc-46145	cnic_18	
sc-46680	cnic_62	
sc-46680	cnic_46	
sc-47195	cnic_34	
sc-87615	cnic_23	
sc-90635	cnic_49	
sc-90635	cnic_66	
sc-90635	cnic_68	
sc-90635	cnic_67	
sch 18020w		mdm-721
sch 8020w		mdm-721
schembl10075		mdm-296
schembl1043258	cnic_79	
schembl1043258	cnic_78	
schembl1043258	cnic_77	
schembl11061103	cnic_46	
schembl112488		mdm-561
schembl118910		mdm-176
schembl11962432	cnic_62	
schembl11962432	cnic_46	
schembl125249	cnic_28	mdm-401
schembl1272488	cnic_95	
schembl1272488	cnic_94	
schembl1272488	cnic_93	
schembl127493		mdm-507
schembl12787132		mdm-31
schembl12789305	cnic_46	
schembl1286207		mdm-457
schembl1286208		mdm-457
schembl128781		mdm-640
schembl13006684		mdm-475
schembl13206587	cnic_121	
schembl133958		mdm-94
schembl133974		mdm-746
schembl135366		mdm-347
schembl13753829		mdm-949
schembl140917	cnic_120	
schembl14359		mdm-200
schembl144849		mdm-574
schembl1459	cnic_11	
schembl147		mdm-198
schembl15012		mdm-377
schembl15049564	cnic_91	
schembl15049564	cnic_90	
schembl15282		mdm-297
schembl15504324		mdm-424
schembl155191	cnic_42	
schembl156061	cnic_42	
schembl157645		mdm-481
schembl16974		mdm-473
schembl1808		mdm-985
schembl180915		mdm-31
schembl18275		mdm-83
schembl186034		mdm-473
schembl18912		mdm-31
schembl19127996	cnic_46	
schembl19466		mdm-106
schembl194906		mdm-406
schembl19504		mdm-544
schembl195721	cnic_33	
schembl19741		mdm-746
schembl20204248	cnic_97	
schembl20204248	cnic_98	
schembl20204248	cnic_96	
schembl20204259	cnic_76	
schembl20204259	cnic_75	
schembl20204259	cnic_74	
schembl20204265	cnic_83	
schembl20204265	cnic_81	
schembl20204265	cnic_80	
schembl20204265	cnic_82	
schembl204392		mdm-74
schembl20541518		mdm-809
schembl207643	cnic_65	
schembl207643	cnic_64	
schembl207643	cnic_63	
schembl207643	cnic_62	
schembl207643	cnic_46	
schembl207644	cnic_46	
schembl207644	cnic_62	
schembl20889248	cnic_46	
schembl209382		mdm-97
schembl209535	cnic_115	
schembl209535	cnic_114	
schembl209535	cnic_113	
schembl21085171	cnic_46	
schembl21225594		mdm-435
schembl21348880	cnic_122	
schembl21530845		mdm-574
schembl218786		mdm-232
schembl22088		mdm-949
schembl22129283		mdm-296
schembl22629		mdm-993
schembl2263150		mdm-92
schembl228713		mdm-81
schembl229408		mdm-31
schembl23151874		mdm-200
schembl2324		mdm-795
schembl233829		mdm-286
schembl235131	cnic_18	
schembl235131	cnic_24	
schembl236847	cnic_116	
schembl236847	cnic_118	
schembl236847	cnic_45	
schembl236847	cnic_119	
schembl24157	cnic_23	
schembl24157	cnic_17	
schembl25055	cnic_101	
schembl25055	cnic_100	
schembl25055	cnic_99	
schembl25055	cnic_102	
schembl25244		mdm-495
schembl25756		mdm-593
schembl260994		mdm-283
schembl26344	cnic_27	
schembl26725		mdm-475
schembl27200	cnic_86	
schembl27200	cnic_87	
schembl27200	cnic_84	
schembl27200	cnic_85	
schembl27354		mdm-62
schembl275939		mdm-911
schembl28449	cnic_66	
schembl28449	cnic_67	
schembl28449	cnic_68	
schembl28449	cnic_49	
schembl28731		mdm-1
schembl288003		mdm-78
schembl288612	cnic_72	
schembl288612	cnic_71	
schembl288612	cnic_69	
schembl288612	cnic_73	
schembl288612	cnic_44	
schembl288612	cnic_70	
schembl288659	cnic_58	
schembl288659	cnic_59	
schembl288659	cnic_60	
schembl289049	cnic_56	
schembl289049	cnic_55	
schembl289049	cnic_54	
schembl289049	cnic_53	
schembl289049	cnic_52	
schembl289049	cnic_57	
schembl29289		mdm-405
schembl29373		mdm-6
schembl303827		mdm-949
schembl3142		mdm-355
schembl3259		mdm-389
schembl330011		mdm-415
schembl33743		mdm-410
schembl337470		mdm-285
schembl3418	cnic_15	
schembl3419	cnic_32	
schembl34212		mdm-809
schembl349408		mdm-473
schembl351365		mdm-107
schembl3538		mdm-793
schembl35529		mdm-228
schembl35564		mdm-648
schembl361508	cnic_26	
schembl36234		mdm-964
schembl37189		mdm-69
schembl375	cnic_34	
schembl37722		mdm-645
schembl379409		mdm-947
schembl3882		mdm-107
schembl39454		mdm-549
schembl3950		mdm-250
schembl39556		mdm-457
schembl396940		mdm-841
schembl4096312		mdm-544
schembl4128132	cnic_106	
schembl4128132	cnic_107	
schembl4128132	cnic_108	
schembl4128132	cnic_111	
schembl4128132	cnic_110	
schembl4128132	cnic_105	
schembl4128132	cnic_109	
schembl4246		mdm-882
schembl42751		mdm-466
schembl4300	cnic_50	
schembl43235	cnic_12	
schembl435261		mdm-692
schembl438195		mdm-3
schembl4430		mdm-109
schembl459276		mdm-434
schembl468352		mdm-919
schembl468727		mdm-133
schembl4787144		mdm-544
schembl4787148		mdm-544
schembl503601		mdm-331
schembl50566		mdm-635
schembl5200828		mdm-795
schembl5436		mdm-444
schembl571808		mdm-164
schembl578606	cnic_29	
schembl61082		mdm-303
schembl650638		mdm-82
schembl65250	cnic_20	mdm-559
schembl6885575		mdm-473
schembl6890		mdm-721
schembl68968		mdm-981
schembl689700		mdm-488
schembl7406		mdm-989
schembl7486	cnic_39	
schembl7486	cnic_40	
schembl75700	cnic_16	mdm-73
schembl767166		mdm-242
schembl77612		mdm-20
schembl7812506	cnic_34	
schembl785		mdm-109
schembl7880361		mdm-949
schembl7923331		mdm-457
schembl79966		mdm-314
schembl79989		mdm-163
schembl8119		mdm-449
schembl8516		mdm-29
schembl8763		mdm-351
schembl8933		mdm-757
schembl9232138		mdm-949
schembl9305641		mdm-544
schembl96097		mdm-575
schembl987829		mdm-374
schembl9885628		mdm-473
scorbacid		mdm-109
scorbu c		mdm-109
scorbu-c		mdm-109
scyllo-inosamine	cnic_122	
scyllo-inositol, 1-amino-1-deoxy-	cnic_122	
sdccgmls-0064629.p001		mdm-133
sdccgmls-0064636.p001	cnic_40	
sdccgmls-0064636.p001	cnic_39	
sdccgmls-0065933.p001		mdm-81
sdccgmls-0066204.p001	cnic_27	
sdccgmls-0066467.p001		mdm-106
sdccgmls-0066503.p001		mdm-377
sdccgmls-0066526.p001		mdm-746
sdccgmls-0066564.p001		mdm-841
sdccgmls-0066613.p001		mdm-457
sdccgmls-0066657.p001		mdm-549
sdccgmls-0066798.p001		mdm-475
sdccgsbi-0050049.p003		mdm-475
sdccgsbi-0050060.p003		mdm-303
sdccgsbi-0050207.p004		mdm-746
sdccgsbi-0050252.p003		mdm-793
sdccgsbi-0050284.p005		mdm-757
sdccgsbi-0050515.p004		mdm-809
sdccgsbi-0050549.p002		mdm-389
sdz djn 608		mdm-949
sdz-djn 608		mdm-949
sdz-djn-608		mdm-949
secondary bile acids	cnic_38	
secorbate		mdm-109
senaglinide		mdm-949
sentry grain preservative	cnic_7	
septochol	cnic_50	
sgcut00097	cnic_34	
sgx-201		mdm-721
sgx-202		mdm-721
sgx-203		mdm-721
sha		mdm-574
sham		mdm-574
shikimic acid, 3-dehydro-		mdm-232
shotgun	cnic_6	
silbesan		mdm-757
simatin		mdm-809
simatin(e)		mdm-809
siragan		mdm-757
skatole carboxylate	cnic_27	
skatole carboxylic acid	cnic_27	
smp1_000064	cnic_101	
smp1_000064	cnic_99	
smp1_000064	cnic_100	
smp1_000064	cnic_102	
smp1_000084		mdm-296
smp1_000164	cnic_65	
smp1_000164	cnic_64	
smp1_000164	cnic_63	
smp1_000164	cnic_62	
smp1_000164	cnic_46	
smp1_000174		mdm-31
smp2_000012	cnic_87	
smp2_000012	cnic_86	
smp2_000012	cnic_85	
smp2_000012	cnic_84	
smp2_000034		mdm-757
smr000020068	cnic_16	mdm-73
smr000037055		mdm-635
smr000058403	cnic_87	
smr000058403	cnic_85	
smr000058403	cnic_84	
smr000058403	cnic_86	
smr000059062		mdm-947
smr000059076		mdm-250
smr000059099		mdm-574
smr000112043		mdm-107
smr000112084		mdm-593
smr000112115	cnic_39	
smr000112115	cnic_40	
smr000112130		mdm-795
smr000112166	cnic_50	
smr000112167	cnic_46	
smr000112168	cnic_66	
smr000112168	cnic_67	
smr000112168	cnic_49	
smr000112168	cnic_68	
smr000112255		mdm-351
smr000112266	cnic_28	mdm-401
smr000112267	cnic_29	
smr000112268		mdm-475
smr000112313		mdm-69
smr000326724		mdm-746
smr000466306		mdm-882
smr000466372		mdm-949
smr000471855	cnic_27	
smr000528167		mdm-160
smr000857175		mdm-31
smr000857194	cnic_99	
smr000857194	cnic_100	
smr000857194	cnic_101	
smr000857194	cnic_102	
smr000857273		mdm-106
smr000857336		mdm-297
smr001224528		mdm-985
smr001233160		mdm-109
smr001233361		mdm-721
smr001306762		mdm-457
smr001550632		mdm-97
smr001835029		mdm-549
sn 6718		mdm-757
sn 7618		mdm-757
sn-7618		mdm-757
sodascorbate		mdm-109
sodium chenodeoxycholate	cnic_102	
sodium chenodeoxycholate	cnic_101	
sodium chenodeoxycholate	cnic_100	
sodium chenodeoxycholate	cnic_99	
sodium deoxycholate	cnic_50	
sodium p-hydroxybenzenesulphonate		mdm-83
sodium4-pyridinecarboxylatetetrahydrate	cnic_15	
sodium; butyrate	cnic_8	
solprina		mdm-757
solutrat	cnic_86	
solutrat	cnic_87	
solutrat	cnic_84	
solutrat	cnic_85	
sopaquin		mdm-757
spbio_000033		mdm-746
spbio_000174		mdm-757
spbio_000282		mdm-593
spbio_000617		mdm-377
spbio_000689		mdm-473
spbio_000810	cnic_34	
spbio_000853		mdm-69
spbio_000945		mdm-475
spbio_001117		mdm-31
spbio_001119		mdm-549
spbio_001429		mdm-303
spbio_001465		mdm-809
spbio_001719		mdm-457
spbio_001880		mdm-841
spbio_001889		mdm-882
spbio_001950		mdm-809
spbio_001975		mdm-355
spbio_001982		mdm-473
spbio_002315		mdm-351
spbio_002409	cnic_102	
spbio_002409	cnic_100	
spbio_002409	cnic_99	
spbio_002409	cnic_101	
spbio_002516		mdm-757
spbio_002564		mdm-746
spbio_002634		mdm-746
spbio_002790		mdm-721
spbio_002841		mdm-296
spbio_002871	cnic_66	
spbio_002871	cnic_49	
spbio_002871	cnic_67	
spbio_002871	cnic_68	
spbio_003105	cnic_85	
spbio_003105	cnic_87	
spbio_003105	cnic_86	
spbio_003105	cnic_84	
specplus_000307		mdm-377
specplus_000419		mdm-457
specplus_000455		mdm-841
specplus_000460		mdm-549
specplus_000485		mdm-466
specplus_000710		mdm-303
specplus_000768		mdm-250
specplus_000905		mdm-593
spectrum1500209	cnic_34	
spectrum1500363		mdm-31
spectrum1502026		mdm-473
spectrum1502130		mdm-303
spectrum1502196		mdm-809
spectrum1502247		mdm-549
spectrum1503922		mdm-475
spectrum1504259		mdm-882
spectrum1600716		mdm-250
spectrum210369		mdm-377
spectrum210800		mdm-106
spectrum212064		mdm-593
spectrum2_000127		mdm-757
spectrum2_000151		mdm-593
spectrum2_000167		mdm-746
spectrum2_000399		mdm-377
spectrum2_000655		mdm-473
spectrum2_000697		mdm-69
spectrum2_000765	cnic_34	
spectrum2_000873		mdm-475
spectrum2_001159		mdm-31
spectrum2_001160		mdm-549
spectrum2_001475		mdm-303
spectrum2_001483		mdm-809
spectrum2_001675		mdm-882
spectrum2_001790		mdm-457
spectrum2_001910		mdm-841
spectrum2_001938		mdm-355
spectrum310018		mdm-457
spectrum310298		mdm-841
spectrum3_000242		mdm-746
spectrum3_000254		mdm-377
spectrum3_000341		mdm-757
spectrum3_000478		mdm-31
spectrum3_000534		mdm-69
spectrum3_000757		mdm-593
spectrum3_000944		mdm-809
spectrum3_000994		mdm-882
spectrum3_001189		mdm-473
spectrum3_001347		mdm-841
spectrum3_001349		mdm-457
spectrum3_001515		mdm-303
spectrum3_001536		mdm-549
spectrum3_001849		mdm-250
spectrum3_001866		mdm-466
spectrum3_001890		mdm-475
spectrum4_000046		mdm-473
spectrum4_000279		mdm-757
spectrum4_000465		mdm-69
spectrum4_000771		mdm-303
spectrum4_000789		mdm-593
spectrum4_000850		mdm-475
spectrum4_000867		mdm-355
spectrum4_000962		mdm-31
spectrum4_001051		mdm-809
spectrum4_001070		mdm-549
spectrum4_001122		mdm-882
spectrum4_001544		mdm-377
spectrum4_001740	cnic_34	
spectrum4_001763		mdm-746
spectrum4_001866		mdm-841
spectrum4_001867		mdm-457
spectrum5_000108		mdm-377
spectrum5_000345		mdm-746
spectrum5_000432		mdm-841
spectrum5_000434		mdm-457
spectrum5_000540	cnic_34	
spectrum5_000707		mdm-757
spectrum5_000733		mdm-106
spectrum5_000741		mdm-593
spectrum5_000908		mdm-31
spectrum5_000963		mdm-466
spectrum5_001073		mdm-809
spectrum5_001258		mdm-473
spectrum5_001280		mdm-69
spectrum5_001288		mdm-882
spectrum5_001296		mdm-475
spectrum5_001579		mdm-355
spectrum5_001612		mdm-250
spectrum5_001755		mdm-303
spectrum5_001797		mdm-549
spectrum5_002007	cnic_50	
spectrum5_002009	cnic_102	
spectrum5_002009	cnic_101	
spectrum5_002009	cnic_99	
spectrum5_002009	cnic_100	
spectrum5_002021	cnic_68	
spectrum5_002021	cnic_67	
spectrum5_002021	cnic_49	
spectrum5_002021	cnic_66	
spectrum_000033		mdm-475
spectrum_000132		mdm-757
spectrum_000258		mdm-355
spectrum_000342		mdm-377
spectrum_000395		mdm-746
spectrum_000437		mdm-593
spectrum_000850	cnic_34	
spectrum_000857		mdm-31
spectrum_001053		mdm-69
spectrum_001196		mdm-549
spectrum_001231		mdm-841
spectrum_001270		mdm-303
spectrum_001385		mdm-809
spectrum_001391		mdm-473
spectrum_001413		mdm-457
spectrum_001751		mdm-882
spectrum_001790		mdm-250
spir		mdm-721
spiramin		mdm-473
sr 47436		mdm-882
sr-01000000029-2		mdm-947
sr-01000075589		mdm-475
sr-01000075589-5		mdm-475
sr-01000075742		mdm-746
sr-01000075742-1		mdm-746
sr-01000075742-10		mdm-746
sr-01000075742-11		mdm-746
sr-01000075742-12		mdm-746
sr-01000075742-14		mdm-746
sr-01000075742-15		mdm-746
sr-01000075742-7		mdm-746
sr-01000075742-8		mdm-746
sr-01000075742-9		mdm-746
sr-01000075863		mdm-809
sr-01000075863-1		mdm-809
sr-01000075863-3		mdm-809
sr-01000075863-5		mdm-809
sr-01000198213		mdm-406
sr-01000198213-1		mdm-406
sr-01000523985		mdm-989
sr-01000523985-1		mdm-989
sr-01000580517	cnic_12	
sr-01000580517-1	cnic_12	
sr-01000596909	cnic_27	
sr-01000596909-1	cnic_27	
sr-01000596909-2	cnic_27	
sr-01000597239	cnic_46	
sr-01000597239	cnic_62	
sr-01000597239-1	cnic_62	
sr-01000597239-1	cnic_46	
sr-01000597239-2	cnic_62	
sr-01000597239-2	cnic_46	
sr-01000735918		mdm-250
sr-01000735918-2		mdm-250
sr-01000737091	cnic_87	
sr-01000737091	cnic_85	
sr-01000737091	cnic_84	
sr-01000737091	cnic_86	
sr-01000737091-3	cnic_84	
sr-01000737091-3	cnic_87	
sr-01000737091-3	cnic_86	
sr-01000737091-3	cnic_85	
